Delivery;Delivery Priority;Deliv. date(From/to);Delivery Type;Reference Document;Ship-To Party;Name of the ship-to party;Location of the ship-to party;Postal Code;Item;Material;Actual delivery qty;Base Unit of Measure;Batch;Plant;Storage Location
5999011299;1;09.10.2023;ZLF;4900011299;850212429;ООО "ЛЕНТА ЦЕНТР";Г. МОСКВА;107140;900001;151823;37;PC;XY20240708;5441;1
5999011299;1;09.10.2023;ZLF;4900011299;850212429;ООО "ЛЕНТА ЦЕНТР";Г. МОСКВА;107140;900002;151823;37;PC;XY20240708;5441;1
5999011299;1;09.10.2023;ZLF;4900011299;850212429;ООО "ЛЕНТА ЦЕНТР";Г. МОСКВА;107140;900003;160594;29;PC;XY20231113;5441;1
5999011299;1;09.10.2023;ZLF;4900011299;850212429;ООО "ЛЕНТА ЦЕНТР";Г. МОСКВА;107140;900004;160594;29;PC;XY20231113;5441;1
5999011299;1;09.10.2023;ZLF;4900011299;850212429;ООО "ЛЕНТА ЦЕНТР";Г. МОСКВА;107140;900005;160594;29;PC;XY20231113;5441;1
5999011300;1;09.10.2023;ZLF;4900011300;850186481;ПАО "ДЕТСКИЙ МИР";Г. КРАСНОЗНАМЕНСК;143090;900001;151823;38;PC;XY20240708;5441;1
5999011300;1;09.10.2023;ZLF;4900011300;850186481;ПАО "ДЕТСКИЙ МИР";Г. КРАСНОЗНАМЕНСК;143090;900002;151823;38;PC;XY20240708;5441;1
5999011300;1;09.10.2023;ZLF;4900011300;850186481;ПАО "ДЕТСКИЙ МИР";Г. КРАСНОЗНАМЕНСК;143090;900003;167347;7;PC;XY20231118;5441;1
5999011300;1;09.10.2023;ZLF;4900011300;850186481;ПАО "ДЕТСКИЙ МИР";Г. КРАСНОЗНАМЕНСК;143090;900004;167347;7;PC;XY20231118;5441;1
5999011300;1;09.10.2023;ZLF;4900011300;850186481;ПАО "ДЕТСКИЙ МИР";Г. КРАСНОЗНАМЕНСК;143090;900005;167347;24;PC;XY20231118;5441;1
5999011300;1;09.10.2023;ZLF;4900011300;850186481;ПАО "ДЕТСКИЙ МИР";Г. КРАСНОЗНАМЕНСК;143090;900006;109247;24;PC;XY20231113;5441;1
5999011300;1;09.10.2023;ZLF;4900011300;850186481;ПАО "ДЕТСКИЙ МИР";Г. КРАСНОЗНАМЕНСК;143090;900007;109247;16;PC;XY20231113;5441;1
5999011300;1;09.10.2023;ZLF;4900011300;850186481;ПАО "ДЕТСКИЙ МИР";Г. КРАСНОЗНАМЕНСК;143090;900008;176216;16;PC;XY20251009;5441;1
5999011300;1;09.10.2023;ZLF;4900011300;850186481;ПАО "ДЕТСКИЙ МИР";Г. КРАСНОЗНАМЕНСК;143090;900009;176216;16;PC;XY20251009;5441;1
5999011301;1;09.10.2023;ZLF;4900011301;850289115;ООО "ГОРОДСКОЙ СУПЕРМАРКЕТ";Г. МОСКВА;127322;900001;160594;3;PC;XY20231113;5441;1
5999011301;1;09.10.2023;ZLF;4900011301;850289115;ООО "ГОРОДСКОЙ СУПЕРМАРКЕТ";Г. МОСКВА;127322;900002;167347;3;PC;XY20231118;5441;1
5999011301;1;09.10.2023;ZLF;4900011301;850289115;ООО "ГОРОДСКОЙ СУПЕРМАРКЕТ";Г. МОСКВА;127322;900003;167347;3;PC;XY20231118;5441;1
5999011301;1;09.10.2023;ZLF;4900011301;850289115;ООО "ГОРОДСКОЙ СУПЕРМАРКЕТ";Г. МОСКВА;127322;900004;173961;44;PC;XY20231113;5441;1
5999011301;1;09.10.2023;ZLF;4900011301;850289115;ООО "ГОРОДСКОЙ СУПЕРМАРКЕТ";Г. МОСКВА;127322;900005;173961;44;PC;XY20231113;5441;1
5999011301;1;09.10.2023;ZLF;4900011301;850289115;ООО "ГОРОДСКОЙ СУПЕРМАРКЕТ";Г. МОСКВА;127322;900006;176216;12;PC;XY20251009;5441;1
5999011301;1;09.10.2023;ZLF;4900011301;850289115;ООО "ГОРОДСКОЙ СУПЕРМАРКЕТ";Г. МОСКВА;127322;900007;176216;4;PC;XY20251009;5441;1
5999011302;1;09.10.2023;ZLF;4900011302;850254138;ООО "АГРОТОРГ";Г. ИВАНТЕЕВКА;141282;900001;176216;22;PC;XY20251009;5441;1
5999011302;1;09.10.2023;ZLF;4900011302;850254138;ООО "АГРОТОРГ";Г. ИВАНТЕЕВКА;141282;900002;176216;22;PC;XY20251009;5441;1
5999011303;1;09.10.2023;ZLF;4900011303;850270532;ООО "НЦС";Г. Г. ВЛАДИВОСТОК;690039;900001;160594;31;PC;XY20231113;5441;1
5999011303;1;09.10.2023;ZLF;4900011303;850270532;ООО "НЦС";Г. Г. ВЛАДИВОСТОК;690039;900002;160594;49;PC;XY20231113;5441;1
5999011303;1;09.10.2023;ZLF;4900011303;850270532;ООО "НЦС";Г. Г. ВЛАДИВОСТОК;690039;900003;163549;49;PC;XY20240206;5441;1
5999011303;1;09.10.2023;ZLF;4900011303;850270532;ООО "НЦС";Г. Г. ВЛАДИВОСТОК;690039;900004;176216;17;PC;XY20251009;5441;1
5999011303;1;09.10.2023;ZLF;4900011303;850270532;ООО "НЦС";Г. Г. ВЛАДИВОСТОК;690039;900005;176216;17;PC;XY20251009;5441;1
5999011303;1;09.10.2023;ZLF;4900011303;850270532;ООО "НЦС";Г. Г. ВЛАДИВОСТОК;690039;900006;176216;27;PC;XY20251009;5441;1
5999011303;1;09.10.2023;ZLF;4900011303;850270532;ООО "НЦС";Г. Г. ВЛАДИВОСТОК;690039;900007;109247;27;PC;XY20231113;5441;1
5999011303;1;09.10.2023;ZLF;4900011303;850270532;ООО "НЦС";Г. Г. ВЛАДИВОСТОК;690039;900008;109247;19;PC;XY20231113;5441;1
5999011304;1;09.10.2023;ZLF;4900011304;850034656;ООО "ЛЕНТА ЦЕНТР";Г. МОСКВА;111111;900001;151823;37;PC;XY20240708;5441;1
5999011304;1;09.10.2023;ZLF;4900011304;850034656;ООО "ЛЕНТА ЦЕНТР";Г. МОСКВА;111111;900002;167347;5;PC;XY20231118;5441;1
5999011304;1;09.10.2023;ZLF;4900011304;850034656;ООО "ЛЕНТА ЦЕНТР";Г. МОСКВА;111111;900003;167347;46;PC;XY20231118;5441;1
5999011304;1;09.10.2023;ZLF;4900011304;850034656;ООО "ЛЕНТА ЦЕНТР";Г. МОСКВА;111111;900004;163549;46;PC;XY20240206;5441;1
5999011304;1;09.10.2023;ZLF;4900011304;850034656;ООО "ЛЕНТА ЦЕНТР";Г. МОСКВА;111111;900005;176216;15;PC;XY20251009;5441;1
5999011304;1;09.10.2023;ZLF;4900011304;850034656;ООО "ЛЕНТА ЦЕНТР";Г. МОСКВА;111111;900006;176216;32;PC;XY20251009;5441;1
5999011304;1;09.10.2023;ZLF;4900011304;850034656;ООО "ЛЕНТА ЦЕНТР";Г. МОСКВА;111111;900007;160594;24;PC;XY20231113;5441;1
5999011305;1;09.10.2023;ZLF;4900011305;850261554;ООО "АГРОТОРГ";ПГТ. БОЛЬШИЕ ВЯЗЕМЫ;143050;900001;173961;42;PC;XY20231113;5441;1
5999011305;1;09.10.2023;ZLF;4900011305;850261554;ООО "АГРОТОРГ";ПГТ. БОЛЬШИЕ ВЯЗЕМЫ;143050;900002;173961;42;PC;XY20231113;5441;1
5999011305;1;09.10.2023;ZLF;4900011305;850261554;ООО "АГРОТОРГ";ПГТ. БОЛЬШИЕ ВЯЗЕМЫ;143050;900003;173961;34;PC;XY20231113;5441;1
5999011305;1;09.10.2023;ZLF;4900011305;850261554;ООО "АГРОТОРГ";ПГТ. БОЛЬШИЕ ВЯЗЕМЫ;143050;900004;160594;34;PC;XY20231113;5441;1
5999011305;1;09.10.2023;ZLF;4900011305;850261554;ООО "АГРОТОРГ";ПГТ. БОЛЬШИЕ ВЯЗЕМЫ;143050;900005;160594;2;PC;XY20231113;5441;1
5999011306;1;09.10.2023;ZLF;4900011306;850099900;АО "ТОРГОВЫЙ ДОМ "ПЕРЕКРЕСТОК";Г. МОСКВА;125167;900001;167347;2;PC;XY20231118;5441;1
5999011306;1;09.10.2023;ZLF;4900011306;850099900;АО "ТОРГОВЫЙ ДОМ "ПЕРЕКРЕСТОК";Г. МОСКВА;125167;900002;176216;20;PC;XY20251009;5441;1
5999011307;1;09.10.2023;ZLF;4900011307;850189998;ООО "АГРОТОРГ";Г. МОСКВА;129164;900001;176216;12;PC;XY20251009;5441;1
5999011307;1;09.10.2023;ZLF;4900011307;850189998;ООО "АГРОТОРГ";Г. МОСКВА;129164;900002;176216;30;PC;XY20251009;5441;1
5999011307;1;09.10.2023;ZLF;4900011307;850189998;ООО "АГРОТОРГ";Г. МОСКВА;129164;900003;160594;47;PC;XY20231113;5441;1
5999011307;1;09.10.2023;ZLF;4900011307;850189998;ООО "АГРОТОРГ";Г. МОСКВА;129164;900004;163549;47;PC;XY20240206;5441;1
5999011307;1;09.10.2023;ZLF;4900011307;850189998;ООО "АГРОТОРГ";Г. МОСКВА;129164;900005;163549;47;PC;XY20240206;5441;1
