Delivery;Delivery Priority;Deliv. date(From/to);Delivery Type;Reference Document;Ship-To Party;Name of the ship-to party;Location of the ship-to party;Postal Code;Item;Material;Actual delivery qty;Base Unit of Measure;Batch;Plant;Storage Location
5999011170;1;22.09.2023;ZLF;4900011170;850158349;АО "ТОРГОВЫЙ ДОМ "ПЕРЕКРЕСТОК";Г. МОСКВА;119019;900001;169561;4;PC;XY20231027;5317;1
5999011170;1;22.09.2023;ZLF;4900011170;850158349;АО "ТОРГОВЫЙ ДОМ "ПЕРЕКРЕСТОК";Г. МОСКВА;119019;900002;169561;4;PC;XY20231027;5317;1
5999011171;1;22.09.2023;ZLF;4900011171;850305517;ООО "УСПЕХ";С. СТРОМЫНЬ НОГИНСК Г;142436;900001;158951;14;PC;XY20231027;5317;1
5999011171;1;22.09.2023;ZLF;4900011171;850305517;ООО "УСПЕХ";С. СТРОМЫНЬ НОГИНСК Г;142436;900002;158951;14;PC;XY20231027;5317;1
5999011171;1;22.09.2023;ZLF;4900011171;850305517;ООО "УСПЕХ";С. СТРОМЫНЬ НОГИНСК Г;142436;900003;158951;5;PC;XY20231027;5317;1
5999011171;1;22.09.2023;ZLF;4900011171;850305517;ООО "УСПЕХ";С. СТРОМЫНЬ НОГИНСК Г;142436;900004;169561;5;PC;XY20231027;5317;1
5999011171;1;22.09.2023;ZLF;4900011171;850305517;ООО "УСПЕХ";С. СТРОМЫНЬ НОГИНСК Г;142436;900005;169561;5;PC;XY20231027;5317;1
5999011171;1;22.09.2023;ZLF;4900011171;850305517;ООО "УСПЕХ";С. СТРОМЫНЬ НОГИНСК Г;142436;900006;176840;23;PC;XY20231022;5317;1
5999011171;1;22.09.2023;ZLF;4900011171;850305517;ООО "УСПЕХ";С. СТРОМЫНЬ НОГИНСК Г;142436;900007;176840;23;PC;XY20231022;5317;1
5999011171;1;22.09.2023;ZLF;4900011171;850305517;ООО "УСПЕХ";С. СТРОМЫНЬ НОГИНСК Г;142436;900008;176840;23;PC;XY20231022;5317;1
5999011171;1;22.09.2023;ZLF;4900011171;850305517;ООО "УСПЕХ";С. СТРОМЫНЬ НОГИНСК Г;142436;900009;187381;41;PC;XY20231027;5317;1
5999011172;1;22.09.2023;ZLF;4900011172;850198380;ООО "АШАН";РП РЖАВКИ;141552;900001;112731;33;PC;XY20250921;5317;1
5999011172;1;22.09.2023;ZLF;4900011172;850198380;ООО "АШАН";РП РЖАВКИ;141552;900002;112731;33;PC;XY20250921;5317;1
5999011172;1;22.09.2023;ZLF;4900011172;850198380;ООО "АШАН";РП РЖАВКИ;141552;900003;112731;1;PC;XY20250921;5317;1
5999011172;1;22.09.2023;ZLF;4900011172;850198380;ООО "АШАН";РП РЖАВКИ;141552;900004;169561;1;PC;XY20231027;5317;1
5999011172;1;22.09.2023;ZLF;4900011172;850198380;ООО "АШАН";РП РЖАВКИ;141552;900005;169561;1;PC;XY20231027;5317;1
5999011172;1;22.09.2023;ZLF;4900011172;850198380;ООО "АШАН";РП РЖАВКИ;141552;900006;176840;19;PC;XY20231022;5317;1
5999011172;1;22.09.2023;ZLF;4900011172;850198380;ООО "АШАН";РП РЖАВКИ;141552;900007;176840;19;PC;XY20231022;5317;1
5999011173;1;22.09.2023;ZLF;4900011173;850184809;ООО "АГРОТОРГ";Г. РУЗА;143103;900001;112731;28;PC;XY20250921;5317;1
5999011173;1;22.09.2023;ZLF;4900011173;850184809;ООО "АГРОТОРГ";Г. РУЗА;143103;900002;112731;28;PC;XY20250921;5317;1
5999011173;1;22.09.2023;ZLF;4900011173;850184809;ООО "АГРОТОРГ";Г. РУЗА;143103;900003;112731;20;PC;XY20250921;5317;1
5999011174;1;22.09.2023;ZLF;4900011174;850249366;ООО "АГРОТОРГ";Г. ВЯЗЬМА;215116;900001;176840;38;PC;XY20231022;5317;1
5999011174;1;22.09.2023;ZLF;4900011174;850249366;ООО "АГРОТОРГ";Г. ВЯЗЬМА;215116;900002;187381;38;PC;XY20231027;5317;1
5999011174;1;22.09.2023;ZLF;4900011174;850249366;ООО "АГРОТОРГ";Г. ВЯЗЬМА;215116;900003;187381;7;PC;XY20231027;5317;1
5999011174;1;22.09.2023;ZLF;4900011174;850249366;ООО "АГРОТОРГ";Г. ВЯЗЬМА;215116;900004;169561;7;PC;XY20231027;5317;1
5999011174;1;22.09.2023;ZLF;4900011174;850249366;ООО "АГРОТОРГ";Г. ВЯЗЬМА;215116;900005;169561;7;PC;XY20231027;5317;1
