Delivery;Delivery Priority;Deliv. date(From/to);Delivery Type;Reference Document;Ship-To Party;Name of the ship-to party;Location of the ship-to party;Postal Code;Item;Material;Actual delivery qty;Base Unit of Measure;Batch;Plant;Storage Location
5999011359;1;19.10.2023;ZLF;4900011359;850273494;ООО "АГРОТОРГ";Г. МОСКВА;121609;900002;101184;5;PC;XY20231208;5317;1
5999011359;1;19.10.2023;ZLF;4900011359;850273494;ООО "АГРОТОРГ";Г. МОСКВА;121609;900003;106980;23;PC;XY20231208;5317;1
5999011359;1;19.10.2023;ZLF;4900011359;850273494;ООО "АГРОТОРГ";Г. МОСКВА;121609;900004;106991;40;PC;XY20231208;5317;1
5999011359;1;19.10.2023;ZLF;4900011359;850273494;ООО "АГРОТОРГ";Г. МОСКВА;121609;900005;106992;32;PC;XY20231208;5317;1
5999011359;1;19.10.2023;ZLF;4900011359;850273494;ООО "АГРОТОРГ";Г. МОСКВА;121609;900006;109247;1;PC;XY20231208;5317;1
5999011360;1;19.10.2023;ZLF;4900011360;850258815;ООО "СОЮЗ СВЯТОГО ИОАННА ВОИНА;ПОС. КОЛЮБАКИНО;111111;900001;100722;28;PC;XY20231208;5317;1
5999011360;1;19.10.2023;ZLF;4900011360;850258815;ООО "СОЮЗ СВЯТОГО ИОАННА ВОИНА;ПОС. КОЛЮБАКИНО;111111;900002;101184;20;PC;XY20231208;5317;1
5999011360;1;19.10.2023;ZLF;4900011360;850258815;ООО "СОЮЗ СВЯТОГО ИОАННА ВОИНА;ПОС. КОЛЮБАКИНО;111111;900003;106980;38;PC;XY20231208;5317;1
5999011360;1;19.10.2023;ZLF;4900011360;850258815;ООО "СОЮЗ СВЯТОГО ИОАННА ВОИНА;ПОС. КОЛЮБАКИНО;111111;900004;106991;47;PC;XY20231208;5317;1
5999011360;1;19.10.2023;ZLF;4900011360;850258815;ООО "СОЮЗ СВЯТОГО ИОАННА ВОИНА;ПОС. КОЛЮБАКИНО;111111;900005;106992;16;PC;XY20231208;5317;1
5999011360;1;19.10.2023;ZLF;4900011360;850258815;ООО "СОЮЗ СВЯТОГО ИОАННА ВОИНА;ПОС. КОЛЮБАКИНО;111111;900006;109247;25;PC;XY20231208;5317;1
5999011360;1;19.10.2023;ZLF;4900011360;850258815;ООО "СОЮЗ СВЯТОГО ИОАННА ВОИНА;ПОС. КОЛЮБАКИНО;111111;900007;111550;43;PC;XY20231208;5317;1
5999011360;1;19.10.2023;ZLF;4900011360;850258815;ООО "СОЮЗ СВЯТОГО ИОАННА ВОИНА;ПОС. КОЛЮБАКИНО;111111;900008;113736;35;PC;XY20231208;5317;1
5999011361;1;19.10.2023;ZLF;4900011361;850143242;АО "ТОРГОВЫЙ ДОМ "ПЕРЕКРЕСТОК";Г. ПУШКИНО;141200;900001;100722;13;PC;XY20231208;5317;1
5999011361;1;19.10.2023;ZLF;4900011361;850143242;АО "ТОРГОВЫЙ ДОМ "ПЕРЕКРЕСТОК";Г. ПУШКИНО;141200;900002;101184;23;PC;XY20231208;5317;1
5999011362;1;19.10.2023;ZLF;4900011362;850290855;ООО "ПРОДМИР";ДЕР. АНОСИНО;143500;900001;100722;9;PC;XY20231208;5317;1
5999011362;1;19.10.2023;ZLF;4900011362;850290855;ООО "ПРОДМИР";ДЕР. АНОСИНО;143500;900002;101184;18;PC;XY20231208;5317;1
5999011362;1;19.10.2023;ZLF;4900011362;850290855;ООО "ПРОДМИР";ДЕР. АНОСИНО;143500;900003;106980;36;PC;XY20231208;5317;1
5999011362;1;19.10.2023;ZLF;4900011362;850290855;ООО "ПРОДМИР";ДЕР. АНОСИНО;143500;900004;106991;46;PC;XY20231208;5317;1
5999011362;1;19.10.2023;ZLF;4900011362;850290855;ООО "ПРОДМИР";ДЕР. АНОСИНО;143500;900005;106992;38;PC;XY20231208;5317;1
5999011362;1;19.10.2023;ZLF;4900011362;850290855;ООО "ПРОДМИР";ДЕР. АНОСИНО;143500;900006;109247;6;PC;XY20231208;5317;1
5999011362;1;19.10.2023;ZLF;4900011362;850290855;ООО "ПРОДМИР";ДЕР. АНОСИНО;143500;900007;111550;16;PC;XY20231208;5317;1
5999011362;1;19.10.2023;ZLF;4900011362;850290855;ООО "ПРОДМИР";ДЕР. АНОСИНО;143500;900008;113736;33;PC;XY20231208;5317;1
5999011363;1;19.10.2023;ZLF;4900011363;850062002;АО "ТОРГОВЫЙ ДОМ "ПЕРЕКРЕСТОК";Г. МОСКВА;127560;900001;100722;11;PC;XY20231208;5317;1
5999011363;1;19.10.2023;ZLF;4900011363;850062002;АО "ТОРГОВЫЙ ДОМ "ПЕРЕКРЕСТОК";Г. МОСКВА;127560;900002;101184;3;PC;XY20231208;5317;1
5999011364;1;19.10.2023;ZLF;4900011364;850252217;ООО "АГРОТОРГ";Г. ЗВЕНИГОРОД;143180;900001;100722;31;PC;XY20231208;5317;1
5999011364;1;19.10.2023;ZLF;4900011364;850252217;ООО "АГРОТОРГ";Г. ЗВЕНИГОРОД;143180;900002;101184;17;PC;XY20231208;5317;1
5999011364;1;19.10.2023;ZLF;4900011364;850252217;ООО "АГРОТОРГ";Г. ЗВЕНИГОРОД;143180;900003;106980;9;PC;XY20231208;5317;1
5999011364;1;19.10.2023;ZLF;4900011364;850252217;ООО "АГРОТОРГ";Г. ЗВЕНИГОРОД;143180;900004;106991;26;PC;XY20231208;5317;1
5999011364;1;19.10.2023;ZLF;4900011364;850252217;ООО "АГРОТОРГ";Г. ЗВЕНИГОРОД;143180;900005;106992;18;PC;XY20231208;5317;1
5999011365;1;19.10.2023;ZLF;4900011365;850077340;ООО "КОРАБЛИК-Р";Г. ХИМКИ;;900001;100722;4;PC;XY20231208;5317;1
5999011365;1;19.10.2023;ZLF;4900011365;850077340;ООО "КОРАБЛИК-Р";Г. ХИМКИ;;900002;101184;14;PC;XY20231208;5317;1
5999011365;1;19.10.2023;ZLF;4900011365;850077340;ООО "КОРАБЛИК-Р";Г. ХИМКИ;;900003;106980;32;PC;XY20231208;5317;1
5999011365;1;19.10.2023;ZLF;4900011365;850077340;ООО "КОРАБЛИК-Р";Г. ХИМКИ;;900004;106991;41;PC;XY20231208;5317;1
5999011365;1;19.10.2023;ZLF;4900011365;850077340;ООО "КОРАБЛИК-Р";Г. ХИМКИ;;900005;106992;33;PC;XY20231208;5317;1
5999011365;1;19.10.2023;ZLF;4900011365;850077340;ООО "КОРАБЛИК-Р";Г. ХИМКИ;;900006;109247;2;PC;XY20231208;5317;1
5999011365;1;19.10.2023;ZLF;4900011365;850077340;ООО "КОРАБЛИК-Р";Г. ХИМКИ;;900007;111550;19;PC;XY20231208;5317;1
5999011366;1;19.10.2023;ZLF;4900011366;850185925;ООО "АГРОТОРГ";Г. ЛОБНЯ;141730;900001;100722;46;PC;XY20231208;5317;1
5999011366;1;19.10.2023;ZLF;4900011366;850185925;ООО "АГРОТОРГ";Г. ЛОБНЯ;141730;900002;101184;38;PC;XY20231208;5317;1
5999011366;1;19.10.2023;ZLF;4900011366;850185925;ООО "АГРОТОРГ";Г. ЛОБНЯ;141730;900003;106980;7;PC;XY20231208;5317;1
5999011367;1;19.10.2023;ZLF;4900011367;850050126;ЗАО "Т И К ПРОДУКТЫ";Г. МОСКВА;121357;900001;100722;17;PC;XY20231208;5317;1
5999011367;1;19.10.2023;ZLF;4900011367;850050126;ЗАО "Т И К ПРОДУКТЫ";Г. МОСКВА;121357;900002;101184;26;PC;XY20231208;5317;1
5999011367;1;19.10.2023;ZLF;4900011367;850050126;ЗАО "Т И К ПРОДУКТЫ";Г. МОСКВА;121357;900003;106980;44;PC;XY20231208;5317;1
5999011367;1;19.10.2023;ZLF;4900011367;850050126;ЗАО "Т И К ПРОДУКТЫ";Г. МОСКВА;121357;900004;106991;12;PC;XY20231208;5317;1
5999011367;1;19.10.2023;ZLF;4900011367;850050126;ЗАО "Т И К ПРОДУКТЫ";Г. МОСКВА;121357;900005;106992;4;PC;XY20231208;5317;1
5999011367;1;19.10.2023;ZLF;4900011367;850050126;ЗАО "Т И К ПРОДУКТЫ";Г. МОСКВА;121357;900006;109247;14;PC;XY20231208;5317;1
5999011367;1;19.10.2023;ZLF;4900011367;850050126;ЗАО "Т И К ПРОДУКТЫ";Г. МОСКВА;121357;900007;111550;31;PC;XY20231208;5317;1
5999011367;1;19.10.2023;ZLF;4900011367;850050126;ЗАО "Т И К ПРОДУКТЫ";Г. МОСКВА;121357;900008;113736;49;PC;XY20231208;5317;1
5999011367;1;19.10.2023;ZLF;4900011367;850050126;ЗАО "Т И К ПРОДУКТЫ";Г. МОСКВА;121357;900009;116180;41;PC;XY20231208;5317;1
5999011368;1;19.10.2023;ZLF;4900011368;850080335;ООО "АГРОАСПЕКТ";Г. МОСКВА;127549;900001;100722;27;PC;XY20231208;5317;1
5999011368;1;19.10.2023;ZLF;4900011368;850080335;ООО "АГРОАСПЕКТ";Г. МОСКВА;127549;900002;101184;19;PC;XY20231208;5317;1
5999011368;1;19.10.2023;ZLF;4900011368;850080335;ООО "АГРОАСПЕКТ";Г. МОСКВА;127549;900003;106980;29;PC;XY20231208;5317;1
5999011369;1;19.10.2023;ZLF;4900011369;850186470;ПАО "ДЕТСКИЙ МИР";МЫТИЩИНСКИЙ Р-Н;141031;900001;100722;7;PC;XY20231208;5317;1
5999011369;1;19.10.2023;ZLF;4900011369;850186470;ПАО "ДЕТСКИЙ МИР";МЫТИЩИНСКИЙ Р-Н;141031;900002;101184;24;PC;XY20231208;5317;1
5999011369;1;19.10.2023;ZLF;4900011369;850186470;ПАО "ДЕТСКИЙ МИР";МЫТИЩИНСКИЙ Р-Н;141031;900003;106980;42;PC;XY20231208;5317;1
5999011369;1;19.10.2023;ZLF;4900011369;850186470;ПАО "ДЕТСКИЙ МИР";МЫТИЩИНСКИЙ Р-Н;141031;900004;106991;3;PC;XY20231208;5317;1
5999011369;1;19.10.2023;ZLF;4900011369;850186470;ПАО "ДЕТСКИЙ МИР";МЫТИЩИНСКИЙ Р-Н;141031;900005;106992;44;PC;XY20231208;5317;1
5999011369;1;19.10.2023;ZLF;4900011369;850186470;ПАО "ДЕТСКИЙ МИР";МЫТИЩИНСКИЙ Р-Н;141031;900006;109247;12;PC;XY20231208;5317;1
5999011369;1;19.10.2023;ZLF;4900011369;850186470;ПАО "ДЕТСКИЙ МИР";МЫТИЩИНСКИЙ Р-Н;141031;900007;111550;30;PC;XY20231208;5317;1
5999011369;1;19.10.2023;ZLF;4900011369;850186470;ПАО "ДЕТСКИЙ МИР";МЫТИЩИНСКИЙ Р-Н;141031;900008;113736;22;PC;XY20231208;5317;1
5999011369;1;19.10.2023;ZLF;4900011369;850186470;ПАО "ДЕТСКИЙ МИР";МЫТИЩИНСКИЙ Р-Н;141031;900009;116180;39;PC;XY20231208;5317;1
5999011370;1;19.10.2023;ZLF;4900011370;850293444;ООО ''АГРОТОРГ'';Г. ТВЕРЬ;170019;900001;100722;17;PC;XY20231208;5317;1
5999011370;1;19.10.2023;ZLF;4900011370;850293444;ООО ''АГРОТОРГ'';Г. ТВЕРЬ;170019;900002;101184;9;PC;XY20231208;5317;1
5999011370;1;19.10.2023;ZLF;4900011370;850293444;ООО ''АГРОТОРГ'';Г. ТВЕРЬ;170019;900003;106980;27;PC;XY20231208;5317;1
5999011371;1;19.10.2023;ZLF;4900011371;850272325;ООО "АГРОТОРГ";ДЕР. ПЕЧЕРСК;214530;900001;100722;37;PC;XY20231208;5317;1
5999011371;1;19.10.2023;ZLF;4900011371;850272325;ООО "АГРОТОРГ";ДЕР. ПЕЧЕРСК;214530;900002;101184;5;PC;XY20231208;5317;1
5999011371;1;19.10.2023;ZLF;4900011371;850272325;ООО "АГРОТОРГ";ДЕР. ПЕЧЕРСК;214530;900003;106980;23;PC;XY20231208;5317;1
5999011371;1;19.10.2023;ZLF;4900011371;850272325;ООО "АГРОТОРГ";ДЕР. ПЕЧЕРСК;214530;900004;106991;32;PC;XY20231208;5317;1
5999011371;1;19.10.2023;ZLF;4900011371;850272325;ООО "АГРОТОРГ";ДЕР. ПЕЧЕРСК;214530;900005;106992;24;PC;XY20231208;5317;1
5999011371;1;19.10.2023;ZLF;4900011371;850272325;ООО "АГРОТОРГ";ДЕР. ПЕЧЕРСК;214530;900006;109247;42;PC;XY20231208;5317;1
5999011372;1;19.10.2023;ZLF;4900011372;850181567;ООО "АГРОТОРГ";РП АНДРЕЕВКА;141551;900001;100722;2;PC;XY20231208;5317;1
5999011372;1;19.10.2023;ZLF;4900011372;850181567;ООО "АГРОТОРГ";РП АНДРЕЕВКА;141551;900002;101184;38;PC;XY20231208;5317;1
5999011372;1;19.10.2023;ZLF;4900011372;850181567;ООО "АГРОТОРГ";РП АНДРЕЕВКА;141551;900003;106980;30;PC;XY20231208;5317;1
5999011373;1;19.10.2023;ZLF;4900011373;850292754;ООО "АГРОТОРГ";ДЕР. БРУСИЛОВО;170518;900001;100722;47;PC;XY20231208;5317;1
5999011373;1;19.10.2023;ZLF;4900011373;850292754;ООО "АГРОТОРГ";ДЕР. БРУСИЛОВО;170518;900002;101184;39;PC;XY20231208;5317;1
5999011373;1;19.10.2023;ZLF;4900011373;850292754;ООО "АГРОТОРГ";ДЕР. БРУСИЛОВО;170518;900003;106980;25;PC;XY20231208;5317;1
5999011373;1;19.10.2023;ZLF;4900011373;850292754;ООО "АГРОТОРГ";ДЕР. БРУСИЛОВО;170518;900004;106991;17;PC;XY20231208;5317;1
5999011373;1;19.10.2023;ZLF;4900011373;850292754;ООО "АГРОТОРГ";ДЕР. БРУСИЛОВО;170518;900005;106992;35;PC;XY20231208;5317;1
5999011373;1;19.10.2023;ZLF;4900011373;850292754;ООО "АГРОТОРГ";ДЕР. БРУСИЛОВО;170518;900006;109247;3;PC;XY20231208;5317;1
5999011374;1;19.10.2023;ZLF;4900011374;850300839;ООО "СОЮЗ СВЯТОГО ИОАННА ВОИНА;Г. МОСКВА;129281;900001;100722;13;PC;XY20231208;5317;1
5999011374;1;19.10.2023;ZLF;4900011374;850300839;ООО "СОЮЗ СВЯТОГО ИОАННА ВОИНА;Г. МОСКВА;129281;900002;101184;23;PC;XY20231208;5317;1
5999011374;1;19.10.2023;ZLF;4900011374;850300839;ООО "СОЮЗ СВЯТОГО ИОАННА ВОИНА;Г. МОСКВА;129281;900003;106980;40;PC;XY20231208;5317;1
5999011374;1;19.10.2023;ZLF;4900011374;850300839;ООО "СОЮЗ СВЯТОГО ИОАННА ВОИНА;Г. МОСКВА;129281;900004;106991;1;PC;XY20231208;5317;1
5999011374;1;19.10.2023;ZLF;4900011374;850300839;ООО "СОЮЗ СВЯТОГО ИОАННА ВОИНА;Г. МОСКВА;129281;900005;106992;18;PC;XY20231208;5317;1
5999011374;1;19.10.2023;ZLF;4900011374;850300839;ООО "СОЮЗ СВЯТОГО ИОАННА ВОИНА;Г. МОСКВА;129281;900006;109247;10;PC;XY20231208;5317;1
5999011374;1;19.10.2023;ZLF;4900011374;850300839;ООО "СОЮЗ СВЯТОГО ИОАННА ВОИНА;Г. МОСКВА;129281;900007;111550;28;PC;XY20231208;5317;1
5999011374;1;19.10.2023;ZLF;4900011374;850300839;ООО "СОЮЗ СВЯТОГО ИОАННА ВОИНА;Г. МОСКВА;129281;900008;113736;20;PC;XY20231208;5317;1
5999011374;1;19.10.2023;ZLF;4900011374;850300839;ООО "СОЮЗ СВЯТОГО ИОАННА ВОИНА;Г. МОСКВА;129281;900009;116180;6;PC;XY20231208;5317;1
